개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,건물소유구분명,공장사무직직원수,공장생산직직원수,공장판매직직원수,급수시설구분명,남성종사자수,다중이용업소여부,데이터갱신시점,도로명주소,등급구분명,보증액,본사직원수,상세영업상태명,상세영업상태코드,시설총규모,여성종사자수,영업상태코드,영업장주변구분명,월세액,위생업태명,전통업소주된음식,전통업소지정번호,전화번호,좌표정보(X),좌표정보(Y),지번주소,홈페이지,최종수정시점
5680000,5680000-101-2022-00274,2022-11-25,영업/정상,,34.90,343-923,31769,월드푸드요하마라21,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 당진중앙2로 23, 1층 (읍내동)",,,,영업,01,34.9,,01,,,한식,,,,166675.9896129      ,376781.611834461    ,충청남도 당진시 읍내동 558-71 ,,2023-08-02 09:24:23
5680000,5680000-101-1997-00005,1997-01-11,폐업,1999-05-31,62.62,343-923,,일광식당,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,,,,,폐업,02,62.62,0,03,,,한식,,,0413539969,166741.924871634    ,376828.288574485    ,충청남도 당진시 읍내동 556-14 ,,2002-02-26 00:00:00
5680000,5680000-101-2023-00189,2023-08-02,영업/정상,,71.50,343-856,31703,스마일식당,호프/통닭,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 석문면 해명4로3길 3-5, 1층",,,,영업,01,71.5,,01,,,호프/통닭,,,,163369.506302047    ,386294.537498662    ,충청남도 당진시 석문면 통정리 1832 ,,2024-09-11 15:17:29
5680000,5680000-101-2018-00051,2018-04-09,영업/정상,,102.00,343-884,31804,옛날그집,한식,I,,,,,,,N,2025-12-15 16:15:28,충청남도 당진시 면천면 동문1길 12-7,,,,영업,01,102,,01,,,한식,,,,170363.872563315    ,368418.620902963    ,충청남도 당진시 면천면 성상리 804-2 ,,2018-04-16 17:06:01
5680000,5680000-101-1996-00029,1996-02-29,폐업,2022-02-11,77.72,343-861,31801,일번가학사루,호프/통닭,I,,,,,간이상수도,0,N,2025-12-15 16:15:28,충청남도 당진시 정미면 덕마길 31,,,,폐업,02,77.72,0,03,,,호프/통닭,,,0413562879,163973.668889384    ,372570.148572944    ,충청남도 당진시 정미면 덕마리 260-1 ,,2022-03-24 14:42:26
5680000,5680000-101-2022-00113,2022-04-26,폐업,2024-03-13,27.70,343-835,31710,민여사네반찬,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 송산면 유곡2길 9, 110호",,,,폐업,02,27.7,,03,,,한식,,,,172256.874829887    ,384807.261936319    ,충청남도 당진시 송산면 유곡리 1072 ,,2024-03-13 13:07:17
5680000,5680000-101-2019-00149,2019-07-26,폐업,2021-04-13,47.10,343-924,31777,골목식당,한식,I,,,,,,,N,2025-12-15 16:15:28,충청남도 당진시 당진시장북길 39 (읍내동),,,,폐업,02,47.1,,03,,,한식,,,,166895.676629123    ,376651.280189464    ,충청남도 당진시 읍내동 648-8 ,,2021-04-13 11:32:51
5680000,5680000-101-2007-00056,2007-04-12,폐업,2014-12-11,84.67,343-823,31726,일관식당,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,충청남도 당진시 송악읍 대섬길 68,,,,폐업,02,84.67,0,03,기타,,한식,,,0413568460,175988.018845486    ,386564.669926653    ,충청남도 당진시 송악읍 고대리 167-38 ,,2014-02-10 16:45:12
5680000,5680000-101-2022-00036,2022-02-16,영업/정상,,31.73,343-855,31701,항만수산,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 석문면 장고항로 334-48, 수산물유통센터 22호",,,,영업,01,31.73,,01,,,한식,,,,160695.231625702    ,392721.28825555     ,충청남도 당진시 석문면 장고항리 625-40 수산물유통센터 22호,,2023-07-20 15:20:38
5680000,5680000-101-2009-00048,2009-04-07,폐업,2018-07-24,208.46,343-030,31776,고덕갈비,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 청룡길 34 (대덕동),,,,폐업,02,208.46,,03,,,한식,,,0413521777,167277.344236552    ,376103.768128737    ,충청남도 당진시 대덕동 1493 ,,2018-07-24 13:47:53
5680000,5680000-101-2021-00278,2021-12-07,폐업,2025-12-02,95.40,343-010,31768,제천황기명태 당진점,한식,I,,,,,,,N,2025-12-15 16:15:28,"충청남도 당진시 북문로1길 6-15, 1층 우측호 (읍내동)",,,,폐업,02,95.4,,03,,,한식,,,,166882.185524425    ,377595.478219527    ,충청남도 당진시 읍내동 1607 ,,2025-12-02 15:53:14
5680000,5680000-101-2021-00204,2021-08-31,폐업,2022-06-29,64.29,343-853,31706,진짜대박집,한식,I,,,,,,,N,2025-12-15 16:15:28,"충청남도 당진시 석문면 대호만로 1659-3, 1층 우측호",,,,폐업,02,64.29,,03,,,한식,,,,159453.72446883     ,389902.240985912    ,충청남도 당진시 석문면 삼봉리 473-10 ,,2022-06-29 13:42:40
5680000,5680000-101-2008-00019,2008-02-01,폐업,2020-05-28,23.78,343-907,31813,에쎄,까페,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 합덕읍 덕평로 570-2,,,,폐업,02,23.78,,03,,,까페,,,04164798311,179974.355610376    ,367621.809293263    ,충청남도 당진시 합덕읍 운산리 291-141 ,,2020-05-28 13:30:49
5680000,5680000-101-1995-00152,1995-10-18,폐업,2000-08-21,82.09,343-812,,신평관,한식,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,82.09,0,03,,,한식,,,0413630492,180024.76260445     ,375710.880760242    ,충청남도 당진시 신평면 금천리 345-14 ,,2002-02-19 00:00:00
5680000,5680000-101-2001-00097,2001-08-29,폐업,2006-05-01,26.79,343-907,,큰손야식,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,,,,,폐업,02,26.79,0,03,,,한식,,,0413632040,179974.355610376    ,367621.809293263    ,충청남도 당진시 합덕읍 운산리 291-141 ,,2006-05-01 00:00:00
5680000,5680000-101-2012-00190,2012-09-19,폐업,2013-04-17,46.00,343-823,31725,달빛야식,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 송악읍 정곡로 576-11,,,,폐업,02,46,,03,기타,,한식,,,0413577024,177098.279414352    ,385708.040103027    ,충청남도 당진시 송악읍 고대리 194-1484 ,,2012-09-19 16:05:37
5680000,5680000-101-2022-00092,2022-04-07,폐업,2024-07-03,121.50,343-825,31737,행복돈까스본점,경양식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 송악읍 틀모시로 713, 가동 1층",,,,폐업,02,121.5,,03,,,경양식,,,,172730.538335184    ,377386.274344822    ,충청남도 당진시 송악읍 기지시리 47-18 ,,2024-07-03 09:26:22
5680000,5680000-101-2002-00136,2002-07-12,폐업,2011-04-07,34.56,343-921,,담소,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,,,,,폐업,02,34.56,0,03,기타,,한식,,,0413555582,167293.284479687    ,377395.868130911    ,충청남도 당진시 읍내동 295-1 ,,2004-03-26 00:00:00
5680000,5680000-101-1982-00016,1982-08-18,영업/정상,,,343-907,31812,미원분식센타,분식,I,,,,,,,N,2025-12-15 16:15:28,충청남도 당진시 합덕읍 중동길 45,,,,영업,01,0,,01,,,분식,,,0413632029,179643.086428438    ,367484.469370607    ,충청남도 당진시 합덕읍 운산리 273-23 ,,2023-02-02 10:20:14
5680000,5680000-101-2016-00191,2016-10-25,영업/정상,,164.60,343-851,31700,황제바지락칼국수.당진.왜목마을,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 석문면 석문해안로 129,,,,영업,01,164.6,,01,기타,,한식,,,,158833.727601815    ,392989.820037843    ,충청남도 당진시 석문면 교로리 141-2 ,,2025-04-02 17:25:14
5680000,5680000-101-2021-00225,2021-09-24,영업/정상,,183.00,343-851,31700,대통숯불구이,한식,I,,,,,,,N,2025-12-15 16:15:28,충청남도 당진시 석문면 대호만로 2328,,,,영업,01,183,,01,,,한식,,,,156039.767018872    ,394263.30719554     ,충청남도 당진시 석문면 교로리 938-7 ,,2021-09-24 14:20:02
5680000,5680000-101-1980-00004,1980-08-13,폐업,1999-10-05,,343-825,,신대영식당,한식,I,,,,,,,N,2025-12-15 16:15:28,,,,,폐업,02,0,,03,,,한식,,,0413557562,172515.513406984    ,378133.018309192    ,충청남도 당진시 송악읍 기지시리 330-9 ,,2001-10-15 00:00:00
5680000,5680000-101-2001-00066,2001-06-07,영업/정상,,72.00,343-834,31714,상록식당,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,충청남도 당진시 송산면 상거길 32-13,,,,영업,01,72,0,01,기타,,한식,,,0413521642,171460.225630249    ,381280.696634924    ,충청남도 당진시 송산면 상거리 319 ,,2025-05-08 10:59:42
5680000,5680000-101-2009-00057,2009-04-20,폐업,2014-06-25,44.75,343-812,31741,짬뽕나라,중국식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 신평면 신평로 823,,,,폐업,02,44.75,,03,주택가주변,,중국식,,,,179761.804250849    ,375887.856785854    ,충청남도 당진시 신평면 금천리 358-2 ,,2009-04-20 10:19:33
5680000,5680000-101-2003-00043,2003-06-09,폐업,2003-06-16,29.92,343-853,,별난포장마차,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,,,,,폐업,02,29.92,0,03,기타,,한식,,,,,,충청남도 당진시 석문면 삼봉리 521 외3필지 ,,2003-06-20 00:00:00
5680000,5680000-101-2006-00196,2006-09-14,폐업,2009-02-26,22.17,343-010,,야간총회,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,,,,,폐업,02,22.17,0,03,주택가주변,,한식,,,0413552892,,,충청남도 당진시 읍내동 314-4 ,,2006-09-14 00:00:00
5680000,5680000-101-2003-00099,2003-12-13,영업/정상,,222.18,343-812,31741,동천,한식,I,,,,,지하수전용,0,N,2025-12-15 16:15:28,충청남도 당진시 신평면 서해로 7159,,,,영업,01,222.18,0,01,,,한식,,,0413633324,179564.458839537    ,375684.217567827    ,충청남도 당진시 신평면 금천리 317-14 ,,2025-09-03 08:19:15
5680000,5680000-101-2001-00108,2001-09-15,영업/정상,,60.25,343-832,31716,손맛찜식당,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,충청남도 당진시 송산면 상초길 1-2,,,,영업,01,60.25,0,01,기타,,한식,,,,169577.001217182    ,380325.125609534    ,충청남도 당진시 송산면 송석리 426-17 ,,2019-06-10 16:15:40
5680000,5680000-101-1967-00002,1967-04-12,영업/정상,,65.00,343-884,31804,김가면옥,한식,I,,,,,,,N,2025-12-15 16:15:28,충청남도 당진시 면천면 면천로 663-11,,,,영업,01,65,,01,,,한식,,,0413563019,170375.598173627    ,368367.583201976    ,충청남도 당진시 면천면 성상리 812-3 ,,2012-01-09 14:11:38
5680000,5680000-101-2014-00193,2014-09-26,폐업,2016-07-25,202.20,343-851,31700,다경칼국수,한식,I,,,,,지하수전용,,N,2025-12-15 16:15:28,충청남도 당진시 석문면 석문해안로 129 (1층),,,,폐업,02,202.2,,03,기타,,한식,,,0413573569,158833.727601815    ,392989.820037843    ,충청남도 당진시 석문면 교로리 141-2 1층 ,,2014-10-01 15:52:07
5680000,5680000-101-2007-00142,2007-07-18,폐업,2014-08-13,55.16,343-851,31700,주몽,호프/통닭,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 석문면 대호만로 2351,,,,폐업,02,55.16,,03,,,호프/통닭,,,0413541424,155827.641451517    ,394336.185455603    ,충청남도 당진시 석문면 교로리 937-39 ,,2014-02-17 10:50:52
5680000,5680000-101-2011-00047,2011-04-14,폐업,2022-02-11,109.43,343-825,31733,미녀들의수다,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 송악읍 반촌로 98-1,,,,폐업,02,109.43,,03,주택가주변,,한식,,,0413569294,172709.440774416    ,378109.938893107    ,충청남도 당진시 송악읍 기지시리 153-30 ,,2022-05-11 17:17:24
5680000,5680000-101-2011-00145,2011-09-08,폐업,2013-03-26,43.53,343-862,31799,월천바베큐,한식,I,,,,,지하수전용,,N,2025-12-15 16:15:28,충청남도 당진시 정미면 4.4만세로 653,,,,폐업,02,43.53,,03,,,한식,,,0413528721,160805.858914673    ,376013.094928487    ,충청남도 당진시 정미면 승산리 33 ,,2012-01-26 11:05:35
5680000,5680000-101-2009-00051,2009-04-10,영업/정상,,138.19,343-823,31726,병천토종순대앤수육국밥,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 송악읍 대섬길 4-15, 1층 101,102호",,,,영업,01,138.19,,01,,,한식,,,41354555,175250.981724407    ,386565.816491775    ,충청남도 당진시 송악읍 고대리 167-103 ,,2020-02-07 11:52:09
5680000,5680000-101-2025-00045,2025-03-26,영업/정상,,218.42,343-050,31774,병천청년순대 당진시청점,중국식,I,,,,,상수도전용,,N,2026-01-16 22:46:22,충청남도 당진시 시청2로 6-32 (수청동),,,,영업,01,218.42,,01,,,중국식,,,0413589434,168172.256173149    ,376477.250271577    ,충청남도 당진시 수청동 1017 DS빌딩 ,,2026-01-15 10:54:23
5680000,5680000-101-2022-00062,2022-03-08,폐업,2023-12-05,70.00,343-030,31776,김치짬뽕2호점,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 청룡길 72, 1층 (대덕동)",,,,폐업,02,70,,03,,,한식,,,,167265.774767364    ,376205.673441256    ,충청남도 당진시 대덕동 1485 ,,2023-12-05 10:17:57
5680000,5680000-101-2003-00031,2003-04-26,폐업,2021-10-18,212.84,343-921,31770,놀부부대찌개.족발보쌈.항아리갈비,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,충청남도 당진시 계성3길 38 (읍내동),,,,폐업,02,212.84,0,03,주택가주변,,한식,,,0413542216,167294.545817136    ,377586.07295184     ,충청남도 당진시 읍내동 299-110 ,,2021-10-18 16:23:37
5680000,5680000-101-2017-00159,2017-09-29,영업/정상,,43.42,343-907,31812,길목식당,한식,U,,,,,,,N,2026-04-25 03:03:03,"충청남도 당진시 합덕읍 중동길 37, 1층 왼쪽호",,,,영업,01,43.42,,01,,,한식,,,,179605.871956641    ,367419.694181614    ,충청남도 당진시 합덕읍 운산리 273-115 ,,2026-04-24 10:17:11
5680000,5680000-101-1998-00029,1998-04-14,영업/정상,,95.81,343-884,31805,면천왕족발보쌈,한식,I,,,,,,0,N,2025-12-15 16:15:28,충청남도 당진시 면천면 한천로 843,,,,영업,01,95.81,0,01,,,한식,,,0413558660,170190.54509117     ,368061.759255701    ,충청남도 당진시 면천면 성상리 877-2 ,,2021-12-23 18:03:49
5680000,5680000-101-1994-00119,1994-10-25,폐업,2013-07-19,96.20,343-825,31733,동일소주방,호프/통닭,I,,,,,,0,N,2025-12-15 16:15:28,충청남도 당진시 송악읍 반촌로 89-1,,,,폐업,02,96.2,0,03,,,호프/통닭,,,0413551073,172619.446236093    ,378111.915977941    ,충청남도 당진시 송악읍 기지시리 155-18 ,,2013-04-09 08:37:48
5680000,5680000-101-1993-00017,1993-02-17,영업/정상,,34.00,343-835,31711,차이나,중국식,I,,,,,,0,N,2025-12-15 16:15:28,충청남도 당진시 송산면 송산로 735,,,,영업,01,34,0,01,,,중국식,,,,172346.746508415    ,383735.160369181    ,충청남도 당진시 송산면 유곡리 348-5 ,,2022-11-24 15:37:04
5680000,5680000-101-2025-00066,2025-04-11,폐업,2025-04-13,50.00,343-825,31737,한돈정육식당,한식,I,,,,,,,N,2025-12-15 16:15:28,"충청남도 당진시 송악읍 안틀모시길 11, 기지시줄다리기축제 행사장 내",,,,폐업,02,50,,03,,,한식,,,,172724.773456418    ,377171.892892312    ,충청남도 당진시 송악읍 기지시리 49-1 ,,2025-04-14 04:15:09
5680000,5680000-101-1997-00056,1997-03-26,폐업,2022-02-11,27.86,343-811,,먹쇠골,한식,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,27.86,0,03,,,한식,,,0413634509,,,충청남도 당진시 신평면 거산리 산 25-3 ,,2022-04-25 17:55:08
5680000,5680000-101-2014-00270,2014-12-16,폐업,2016-04-04,62.31,343-825,31733,이주불닭발(기지시점),한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 송악읍 반촌로 87 (2층),,,,폐업,02,62.31,,03,기타,,한식,,,0413522280,172590.813333333    ,378099.244333333    ,충청남도 당진시 송악읍 기지시리 155-69 2층 ,,2014-12-16 15:43:16
5680000,5680000-101-2014-00034,2014-02-21,폐업,2018-05-30,19.42,343-928,31780,삐삐네분식,분식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 대호만로 30-17 (채운동, 대동다숲아파트상가 102호)",,,,폐업,02,19.42,,03,기타,,분식,,,0413550919,166217.719027189    ,377616.510467535    ,충청남도 당진시 채운동 1120 대동다숲아파트상가 102호 ,,2018-05-30 09:37:56
5680000,5680000-101-2009-00154,2009-09-07,폐업,2014-03-14,41.75,343-923,31769,GokGi(곡기),호프/통닭,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 당진중앙2로 103-15 (읍내동),,,,폐업,02,41.75,,03,기타,,호프/통닭,,,,166946.20300903     ,377052.336903383    ,충청남도 당진시 읍내동 526-2 ,,2012-03-07 11:53:39
5680000,5680000-101-2012-00052,2012-04-04,폐업,2023-09-05,101.38,343-833,31714,조선곰탕,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 송산면 송산로 557,,,,폐업,02,101.38,,03,,,한식,,,0413523332,171441.599840044    ,382378.267134329    ,충청남도 당진시 송산면 삼월리 276 ,,2023-09-05 14:32:08
5680000,5680000-101-2011-00175,2011-10-26,폐업,2013-10-21,30.00,343-907,31811,연아호프,호프/통닭,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 합덕읍 합우로 66,,,,폐업,02,30,,03,,,호프/통닭,,,0413622775,179386.842712309    ,367646.074024822    ,충청남도 당진시 합덕읍 운산리 300-59 ,,2011-10-27 09:53:15
5680000,5680000-101-2024-00011,2024-01-15,영업/정상,,96.84,343-050,31772,별하 Drawing Cafe,기타,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 수청5길 38, 포레스티안 5층 508호, 509호, 510호 (수청동)",,,,영업,01,96.84,,01,,,기타,,,,168454.067370635    ,377640.979518164    ,충청남도 당진시 수청동 1226 ,,2024-02-15 17:40:30
5680000,5680000-101-2003-00108,2003-12-19,폐업,2016-02-01,51.50,343-812,31748,정석통바베큐족구이신평점,통닭(치킨),I,,,,,상수도전용,0,N,2025-12-15 16:15:28,충청남도 당진시 신평면 중말길 81,,,,폐업,02,51.5,0,03,,,통닭(치킨),,,0413628119,178276.260996456    ,375935.535917311    ,충청남도 당진시 신평면 금천리 1152-28 ,,2014-01-24 11:15:58
5680000,5680000-101-2015-00055,2015-03-24,폐업,2016-03-10,19.70,343-861,31801,119치즈불족,분식,I,,,,,,,N,2025-12-15 16:15:28,충청남도 당진시 정미면 대학로 1-24,,,,폐업,02,19.7,,03,,,분식,,,0413588825,163973.682388087    ,372445.354362096    ,충청남도 당진시 정미면 덕마리 245-13 ,,2015-03-24 10:09:07
5680000,5680000-101-1997-00143,1997-09-08,폐업,2013-12-30,153.70,343-923,31777,째즈클럽,호프/통닭,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,충청남도 당진시 당진중앙2로 88 (읍내동),,,,폐업,02,153.7,0,03,,,호프/통닭,,,0413576513,166957.562240585    ,376934.608832243    ,충청남도 당진시 읍내동 531-12 ,,2002-03-05 00:00:00
5680000,5680000-101-2022-00176,2022-07-07,폐업,2025-07-15,91.00,343-920,31776,라자르(할랄우즈베키스탄),"외국음식전문점(인도,태국등)",I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 당진시장남길 86-17, 1층 (읍내동)",,,,폐업,02,91,,03,,,"외국음식전문점(인도,태국등)",,,,167256.345165932    ,376508.970622655    ,충청남도 당진시 읍내동 156-11 ,,2025-07-15 14:49:33
5680000,5680000-101-2008-00210,2008-10-22,폐업,2010-01-19,56.75,343-050,,김밥천국,김밥(도시락),I,,,,,상수도전용,,N,2025-12-15 16:15:28,,,,,폐업,02,56.75,,03,,,김밥(도시락),,,,168395.503234681    ,377961.054063163    ,충청남도 당진시 수청동 979 ,,2008-10-22 17:41:05
5680000,5680000-101-2019-00154,2019-08-06,영업/정상,,46.00,343-923,31769,김희원 밀사랑,분식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 당진중앙2로 91, 1층 (읍내동)",,,,영업,01,46,,01,,,분식,,,0413522655,166943.333895084    ,376979.538667114    ,충청남도 당진시 읍내동 531-3 ,,2024-06-21 13:51:12
5680000,5680000-101-2017-00073,2017-05-15,영업/정상,,71.50,343-824,31733,교촌치킨당진기지시점,호프/통닭,I,,,,,,,N,2025-12-15 16:15:28,충청남도 당진시 송악읍 반촌로 140-39,,,,영업,01,71.5,,01,,,호프/통닭,,,,173023.333273486    ,377825.998524209    ,충청남도 당진시 송악읍 반촌리 861-20 ,,2022-04-13 11:09:29
5680000,5680000-101-2000-00041,2000-05-08,폐업,2003-11-11,57.15,343-811,,투다리,한식,I,,,,,지하수전용,0,N,2025-12-15 16:15:28,,,,,폐업,02,57.15,0,03,주택가주변,,한식,,,0413632975,178008.07017627     ,375348.921865331    ,충청남도 당진시 신평면 거산리 46-4 ,,2003-11-11 00:00:00
5680000,5680000-101-2017-00052,2017-04-17,폐업,2018-11-12,92.30,343-814,31743,성우네회,한식,I,,,,,,,N,2025-12-15 16:15:28,충청남도 당진시 신평면 맷돌포길 68,,,,폐업,02,92.3,,03,,,한식,,,,183418.03498433     ,378709.106895261    ,충청남도 당진시 신평면 부수리 224 ,,2018-11-12 14:58:48
5680000,5680000-101-1997-00021,1997-01-28,영업/정상,,25.23,343-060,31765,스모프치킨,호프/통닭,I,,,,,,0,N,2025-12-15 16:15:28,충청남도 당진시 서해로 6258-8 (시곡동),,,,영업,01,25.23,0,01,,,호프/통닭,,,0413568400,171483.611201222    ,377813.521222152    ,충청남도 당진시 시곡동 120-9 ,,2022-04-25 11:18:02
5680000,5680000-101-2013-00143,2013-08-16,폐업,2018-08-08,29.92,343-823,31720,이주,까페,I,,,,,상수도전용,,N,2025-12-15 16:15:28,"충청남도 당진시 송악읍 한진포구길 22, 2층",,,,폐업,02,29.92,,03,기타,,까페,,,,180356.271485934    ,385237.673452217    ,충청남도 당진시 송악읍 한진리 111-3 2층 ,,2018-08-08 11:06:14
5680000,5680000-101-2008-00106,2008-05-16,영업/정상,,62.34,343-090,31771,골치덩어리,통닭(치킨),I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 밤절로 42-115 (원당동),,,,영업,01,62.34,,01,,,통닭(치킨),,,,167849.126056621    ,377778.913189656    ,충청남도 당진시 원당동 1209 ,,2024-09-13 09:39:46
5680000,5680000-101-2008-00198,2008-10-09,폐업,2011-09-02,181.00,343-824,,마음담은밥상,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,,,,,폐업,02,181,,03,,,한식,,,,174930.738509256    ,377047.255818081    ,충청남도 당진시 송악읍 광명리 236-22 ,,2009-12-03 14:25:04
5680000,5680000-101-2010-00003,2010-01-06,폐업,2022-02-11,118.97,343-811,31748,미미돈가스,호프/통닭,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 신평면 거산3거리길 74-6 (2층),,,,폐업,02,118.97,,03,주택가주변,,호프/통닭,,,0413629941,178261.200885565    ,375799.181574006    ,충청남도 당진시 신평면 거산리 6-5 2층 ,,2022-05-11 17:24:24
5680000,5680000-101-1999-00080,1999-09-17,영업/정상,,89.32,343-862,31799,사거리식당,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,충청남도 당진시 정미면 4.4만세로 628,,,,영업,01,89.32,0,01,,,한식,,,0413531188,160582.648042825    ,375924.81896007     ,충청남도 당진시 정미면 승산리 46-3 ,,2022-05-04 14:51:42
5680000,5680000-101-1999-00015,1999-02-25,폐업,2010-02-01,106.04,343-060,,산막골화로구이,한식,I,,,,,지하수전용,0,N,2025-12-15 16:15:28,,,,,폐업,02,106.04,0,03,,,한식,,,0413559290,172029.987206518    ,377916.126617484    ,충청남도 당진시 시곡동 64 ,,2006-12-26 00:00:00
5680000,5680000-101-2006-00218,2006-10-20,폐업,2016-04-28,130.00,343-827,31724,신대장금,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,충청남도 당진시 송악읍 신복운로4길 8,,,,폐업,02,130,0,03,아파트지역,,한식,,,,180492.439723897    ,382482.976713168    ,충청남도 당진시 송악읍 복운리 1647-2 ,,2012-01-31 14:06:03
5680000,5680000-101-2007-00254,2007-12-06,폐업,2010-09-16,160.48,343-050,,내고향식당,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,,,,,폐업,02,160.48,,03,,,한식,,,,168466.580616255    ,377834.254417136    ,충청남도 당진시 수청동 997 로뎀타워101호 ,,2010-09-21 10:48:28
5680000,5680000-101-1990-00028,1990-06-25,폐업,2010-01-13,10.84,343-907,,무지개분식,분식,I,,,,,,0,N,2025-12-15 16:15:28,,,,,폐업,02,10.84,0,03,,,분식,,,0413623418,179816.306333333    ,367568.992333334    ,충청남도 당진시 합덕읍 운산리 293-4 ,,2007-04-06 00:00:00
5680000,5680000-101-2005-00074,2005-06-16,폐업,2012-10-29,59.97,343-827,,김가네식당,한식,I,,,,,상수도전용,0,N,2025-12-15 16:15:28,,,,,폐업,02,59.97,0,03,,,한식,,,0413578177,180914.795389901    ,382603.295720122    ,충청남도 당진시 송악읍 복운리 1666-3 ,,2005-06-17 00:00:00
5680000,5680000-101-2022-00238,2022-09-30,영업/정상,,29.70,343-907,31812,와분식,분식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,충청남도 당진시 합덕읍 합덕시장로 205,,,,영업,01,29.7,,01,,,분식,,,,179817.262315319    ,367602.385125659    ,충청남도 당진시 합덕읍 운산리 293-32 ,,2025-05-07 10:53:10
5680000,5680000-101-2021-00007,2021-01-14,폐업,2025-11-24,100.30,343-895,31757,황금한상,한식,I,,,,,,,N,2025-12-15 16:15:28,충청남도 당진시 순성면 남부로 1033-6,,,,폐업,02,100.3,,03,,,한식,,,0413536858,173576.680648006    ,372268.907851841    ,충청남도 당진시 순성면 봉소리 470-4 ,,2025-11-24 09:26:24
5680000,5680000-101-2007-00244,2007-11-29,폐업,2012-10-29,60.49,343-827,,화로방,한식,I,,,,,상수도전용,,N,2025-12-15 16:15:28,,,,,폐업,02,60.49,,03,,,한식,,,,180682.752153694    ,382444.938408257    ,충청남도 당진시 송악읍 복운리 1653-11 ,,2012-10-29 08:16:38
5680000,5680000-101-2018-00048,2018-04-02,폐업,2023-01-06,113.00,343-010,31768,장녹술,한식,I,,,,,,,N,2025-12-15 16:15:28,충청남도 당진시 북문로2길 20 (읍내동),,,,폐업,02,113,,03,,,한식,,,0413639668,166882.812963189    ,377831.704145276    ,충청남도 당진시 읍내동 1495 ,,2023-01-06 13:15:31
5680000,5680000-101-2003-00052,2003-07-14,영업/정상,,228.73,343-816,31744,당진프라자서해원,한식,I,,,,,간이상수도,0,N,2025-12-15 16:15:28,충청남도 당진시 신평면 서해로 7480,,,,영업,01,228.73,0,01,기타,,한식,,,0413633077,182713.867719477    ,375374.263247469    ,충청남도 당진시 신평면 신당리 258-9 ,,2018-08-22 13:40:09
